Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Number of Collaborators#number,OA concepts#multi#sortquan,Publications#hidden,Citedness#number,H Index#number,Publication Dates#multi#sortquan,Relevant Publications#number,#img,#netvis
Ada Katsap,https://openalex.org/A2478380358,Kaye Academic College of Education,Beersheba,,Israel,31.270935,34.78093,https://openalex.org/A2442889886,aqueducts && water,1,Marketing|Geology|Environmental engineering|Water supply|Business|Arid|Water resource management|Computer science|Computer network|Resource (disambiguation)|Paleontology|Environmental science|Procurement,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2478380358"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,2,2016,1,IL,597448a0c09b0662b094bcb8c1a4af6571291236740fd32d6b35743ea2ec72d8
Adalberto Piccioni,https://openalex.org/A1837250824,University of Bologna,Bologna,Emilia-Romagna,Italy,44.49389,11.342778,https://openalex.org/A4344478162|https://openalex.org/A85851071|https://openalex.org/A4346345257,aqueducts && water,3,Chemistry|Environmental science|Environmental chemistry|Water resource management,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A1837250824"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1.3076923076923077,18,1983,1,IT,f396e517f90eb5a7a77aac2238dff3243ba4bd4bcf7841ce01ee062972500bce
Adam McKnight,https://openalex.org/A2297897994,Unknown,,,,,,https://openalex.org/A4352131528|https://openalex.org/A4359014758|https://openalex.org/A4345177698,aqueducts && water,3,Irrigation|Mile|Aqueduct|Environmental engineering|Groundwater|Geography|Physical therapy|Pipeline transport|Biology|Civil engineering|Rehabilitation|Archaeology|Medicine|Mechanical engineering|Forensic engineering|Hydrology (agriculture)|Joint (building)|Geodesy|Water resource management|Raw water|Water supply|Engineering|Ecology|Geotechnical engineering|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2297897994"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2012|2013,2,un,2857dc28627a00ea41534fb3995efa266826c85a21ffb135afbe2328c07bd597
Adam Murdock,https://openalex.org/A2294074519,Unknown,,,,,,https://openalex.org/A1993745296|https://openalex.org/A4341753864|https://openalex.org/A2225909446|https://openalex.org/A4355818730|https://openalex.org/A1966151886,aqueducts && water,5,Geology|Aqueduct|Bedrock|Groundwater|Geography|Hydrology (agriculture)|Landslide|Geotechnical engineering|Geomorphology|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2294074519"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,2,2004,2,un,4ff3fb6a5eb07505ed2c36aa99b727e51e3446f2d6991ced7b51e27dca671231
Adaíl Alicea-Martínez,https://openalex.org/A2520714576,University of Puerto Rico at Río Piedras,San Juan,Puerto Rico,United States,18.402779,-66.05,https://openalex.org/A2588261589,aqueducts && water,1,Geography|Computer science|Physics|Vulnerability assessment|Archaeology|Environmental resource management|Medicine|Psychological resilience|Computer security|Psychology|Psychotherapist|Environmental health|Terrorism|Population|Meteorology|Natural disaster|Event (particle physics)|Vulnerability (computing)|Environmental science|Quantum mechanics|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2520714576"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2016,1,US,23b7b6581cf7547523f945f7daa424f8e3d75f4bffd6f33a2006da2f45b075e0
Adrian-Marius Vladu,https://openalex.org/A4379610243,Unknown,,,,,,,aqueducts && water,0,Art|Administration (probate law)|Mechanical engineering|Literature|Language change|Aqueduct|Environmental engineering|Water supply|Engineering|Political science|History|Water resource management|Work (physics)|Law|Environmental science|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4379610243"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2017,1,un,
Adrienne Paule,https://openalex.org/A2659960073,Unknown,,,,,,,aqueducts && water,0,Enforcement|Groundwater|Environmental protection|Political science|Engineering|Natural resource economics|Water resource management|Commission|Groundwater pollution|Geotechnical engineering|Law|Legislation|Environmental science|Aquifer|Economics|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2659960073"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,1996,1,un,
Agim Neziri,https://openalex.org/A2768395262,Unknown,,,,,,https://openalex.org/A2769145733|https://openalex.org/A2769937859|https://openalex.org/A4339665943|https://openalex.org/A2768922034|https://openalex.org/A2769078373,aqueducts && water,5,Environmental engineering|Geography|Natural resource economics|Biology|Archaeology|Agriculture|Demography|Sociology|Electrical engineering|Hydropower|Water resources|Water resource management|Per capita|Population|Raw water|Water supply|Engineering|Hectare|Ecology|Environmental science|Economics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2768395262"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2017,1,un,10be0173ac599e800435ea8f66756794dea1fd98d49fcd0426420eeb895bf748
Ahmad Rezabehniafar,https://openalex.org/A3131273811,Unknown,,,,,,https://openalex.org/A3131018074|https://openalex.org/A4338966408|https://openalex.org/A4358694274,aqueducts && water,3,Profitability index|Donation|Political science|Microeconomics|Profit (economics)|Duty|Law and economics|Law|Finance|Business|Economics|Endowment|Christian ministry,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A3131273811"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2020,1,un,6bf9fd3549a872da820c19176fbc6c2938d7f6b9f7c92b5c86404ef68e881b24
Akshay Zende,https://openalex.org/A3088287134,Unknown,,,,,,https://openalex.org/A2577676312|https://openalex.org/A2185644746|https://openalex.org/A2097438825|https://openalex.org/A2741393719,aqueducts && water,4,Mechanical engineering|Dirt|Environmental engineering|Telecommunications|Choke|Engineering|Wireless|Electrical engineering|Sanitary sewer|Marine engineering|Garbage|Civil engineering|General Packet Radio Service|Environmental science|Waste management|Global Positioning System,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A3088287134"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2017,1,un,7698666d8e5bd8cae097a25b4fa7aec933b1d06f18ffbdee85303052668c1642
Alain Bouet,https://openalex.org/A4356492228,Ausonius Institut de Recherche sur l'Antiquité et le Moyen age,Pessac,,France,44.793953,-0.62034,,aqueducts && water,0,Art|Cartography|Geography|Humanities,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4356492228"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,4,2005,1,FR,
Alan Hayes,https://openalex.org/A4357241435,Western Health,Melbourne,Victoria,Australia,-37.75918,144.8162,,aqueducts && water,0,Art|Architecture|Programming language|Archaeology|Ravenna|Byzantine architecture|Computer science|Ancient history|Art history|Physics|Glory|Altar|Visitor pattern|Chapel|Optics|Tourism|History,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4357241435"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2008,1,AU,
Alan L. Kolata,https://openalex.org/A4343054506,University of Chicago,Chicago,Illinois,United States,41.78885,-87.5987,https://openalex.org/A2337880948,aqueducts && water,1,Archaeology|Geography|Geology|Aqueduct,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4343054506"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,15,1989,1,US,da1c236e7cc36925bedd8cb29d4c36bdc45a57786149443aa7dfd29a2c9dcae7
Albert de la Fuente,https://openalex.org/A2160412944,Universitat Politècnica de Catalunya,Barcelona,,Spain,41.389442,2.115833,https://openalex.org/A4340084160|https://openalex.org/A4356612752|https://openalex.org/A2892090856|https://openalex.org/A4347750989,aqueducts && water,4,Irrigation|Aqueduct|Geography|Computer science|Biology|Civil engineering|Archaeology|Operating system|Philosophy|Hydrology (agriculture)|Section (typography)|Environmental science|Advertising|Water resource management|Hydraulic structure|Business|Engineering|Epistemology|Ecology|Geotechnical engineering|Agency (philosophy),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2160412944"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",2.7254901960784315,25,2018,2,ES,57fd239d216a1211b855be75335b873a6e3505b81f6da709554be4154dfbfd57
Alberto Quiroz-Centeno,https://openalex.org/A2061508536,Unknown,,,,,,https://openalex.org/A4352701733|https://openalex.org/A1992278778|https://openalex.org/A2019652705,aqueducts && water,3,TRACER|Fluoride|Environmental engineering|Groundwater|Geography|Physics|Biology|Archaeology|Chemistry|Inorganic chemistry|Electrical engineering|Hydrology (agriculture)|Current (fluid)|Aquifer|Statistics|Stage (stratigraphy)|Nuclear physics|Context (archaeology)|Water resource management|Water quality|Paleontology|Calibration|Filter (signal processing)|Sampling (signal processing)|Voltage|Water supply|Engineering|Mains electricity|Geotechnical engineering|Ecology|Environmental science|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2061508536"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2011,2,un,d8895d9a48c81c48fe8a4378a9db56f3c361d2c40fd0270b180c3fe06fc418f7
Alberto Rosada,https://openalex.org/A4344776713,"National Agency for New Technologies, Energy and Sustainable Economic Development",Rome,,Italy,41.932674,12.464674,https://openalex.org/A2002807842|https://openalex.org/A4355295119|https://openalex.org/A4359014143|https://openalex.org/A4355090372|https://openalex.org/A1859543223,aqueducts && water,5,Environmental engineering|Groundwater|Environmental chemistry|Geography|Archaeology|Medicine|Agriculture|Chemistry|Trace element|Human health|Potable water|Neutron activation analysis|Radiochemistry|Wastewater|Organic chemistry|Environmental health|Water supply|Engineering|Geotechnical engineering|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4344776713"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.6,6,2015,1,IT,0977e346070bc9a2d92eb331db53a2464e67f5ae5731494fb4d0d9257b1dae54
Albina Sinani,https://openalex.org/A2132231102,Eqrem Çabej University,Gjirokastër,,Albania,40.082718,20.136967,https://openalex.org/A209257484,aqueducts && water,1,Irrigation|Period (music)|Acoustics|Geography|Water resource management|Drainage|Physics|Biology|Ecology|Irrigated agriculture|Environmental science|Archaeology|Agriculture|Drainage system (geomorphology),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2132231102"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2015,1,AL,89d194cea7c18059abbd27c91cedd1818cdff411915b64246e0419ce6b0fbcfd
Aldo Marturano,https://openalex.org/A4348548840,National Institute of Geophysics and Volcanology,Rome,,Italy,41.913315,12.503422,,aqueducts && water,0,Philosophy|Mining engineering|Geology|Archaeology|Aesthetics|Movement (music)|History|Seismology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4348548840"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,6,2008,1,IT,
Aldo R. S. Novak,https://openalex.org/A2311530426,Unknown,,,,,,,aqueducts && water,0,Environmental protection|Political science|Geography|Water resource management|Law|Natural resource|Environmental science|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2311530426"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2014,1,un,
Alesandra Najera,https://openalex.org/A2601544317,Unknown,,,,,,,aqueducts && water,0,Sociology|Demography|Political science|Geography|Population|Archaeology|Agriculture,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2601544317"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2016,1,un,
Alessandro Andreadis,https://openalex.org/A4333268181,University of Siena,Siena,,Italy,43.3192,11.332795,https://openalex.org/A2018006054|https://openalex.org/A2528766431,aqueducts && water,2,Aqueduct|Telecommunications|Structural engineering|Computer science|Physics|Wireless network|Computer network|Archaeology|Key distribution in wireless sensor networks|Control engineering|Wireless|Electrical engineering|Realization (probability)|Embedded system|Wireless sensor network|Energy (signal processing)|History|Power (physics)|Statistics|Node (physics)|Energy harvesting|Sensor node|Real-time computing|Engineering|Quantum mechanics|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4333268181"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1.1428571428571428,6,2016,1,IT,9b97d1fd87e46267cd6cacdb308b18640bdce0605e241513d515bcdbb4cee613
Alessandro Cattaneo,https://openalex.org/A4332574408,Los Alamos National Laboratory,Los Alamos,New Mexico,United States,35.875557,-106.324165,,aqueducts && water,0,Geology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4332574408"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",2,7,2017,1,US,
Alessandro Mecocci,https://openalex.org/A4333316820,University of Siena,Siena,,Italy,43.3192,11.332795,https://openalex.org/A2018006054|https://openalex.org/A2528766431|https://openalex.org/A4356477246,aqueducts && water,3,Environmental monitoring|Environmental engineering|Telecommunications|Geography|Structural engineering|Computer science|Wireless network|Computer network|Archaeology|Key distribution in wireless sensor networks|Architecture|Wireless|Wireless sensor network|Energy (signal processing)|Statistics|Node (physics)|Energy harvesting|Sensor node|Real-time computing|Engineering|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4333316820"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",8,16,2017,1,IT,1bf3cde495c355ff5e451a9d7ae362f676254e783eeab0f72a3639cc9d4b9366
