Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Keywords#multi#sortquan,OA concepts#multi#sortquan,Publications#hidden,Publication Dates#multi#sortquan,#img,#netvis,nerPerson#multi,nerPopulation Group#multi,nerFacility#multi,nerOrganization#multi,nerAdministrative Area#multi,nerLocation#multi,nerProduct#multi,nerEvent#multi,nerWork of Art#multi,nerLegal Document#multi,nerLanguage#multi,nerDate#multi
Roger Calow,https://openalex.org/A2133882810,British Geological Survey,Nottingham,,United Kingdom,52.954765,-1.159083,https://openalex.org/A2781685476|https://openalex.org/A2781809380|https://openalex.org/A2782317832|https://openalex.org/A1977182658|https://openalex.org/A2164374516,aquifer|transboundary,,Hydrogeology|Groundwater|Geology|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Environmental science|Geomorphology|Structural basin|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2133882810"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2009,US,355b479b6c56d0223cbedec0ab53aa5486559724af7b7698b5f51bad6281c611,Nottingham -1.159083,,,,,,,,,,,
Roger Dias GonÃ§alves,https://openalex.org/A2581442105,SÃ£o Paulo State University,SÃ£o Paulo,,Brazil,-22.8172,-47.0694,https://openalex.org/A2145945655|https://openalex.org/A3213995714,aquifer|transboundary,,Groundwater model|Groundwater|Geology|Groundwater flow|Groundwater recharge|Depression-focused recharge|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Environmental science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2581442105"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2020,US,58954e08b6d94049ca2395fd1216b2682f901b81cf19f566830cad8f82972875,,,,Sã£O Paulo -47.0694,,,,,,,,
Roi Ram,https://openalex.org/A2751595389,Ben-Gurion University of the Negev,Beersheba,,Israel,31.262192,34.80151,https://openalex.org/A2120465744|https://openalex.org/A1983356232|https://openalex.org/A3112221908|https://openalex.org/A2105432211|https://openalex.org/A99556292|https://openalex.org/A2070604325|https://openalex.org/A2343161536|https://openalex.org/A1564611375|https://openalex.org/A2168380556|https://openalex.org/A2646473772|https://openalex.org/A2302998045|https://openalex.org/A2035613740,aquifer|transboundary,,Chemistry,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2751595389"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,7a46f47aec138b93f218f58517f22cecceab08966ed10f8a7817787dc37e30e0,,,,Beersheba 34.80151,,,,,,,,
Roland Masset,https://openalex.org/A4202165516,Service Public de Wallonie,Namur,,Belgium,50.46278,4.85383,https://openalex.org/A4202165518|https://openalex.org/A4202165514|https://openalex.org/A4202533961|https://openalex.org/A4201248550|https://openalex.org/A4202165519|https://openalex.org/A4201248551|https://openalex.org/A4201024983|https://openalex.org/A4202165517|https://openalex.org/A4201024984|https://openalex.org/A4202165515,aquifer|transboundary,,Mining engineering|Groundwater|Carboniferous|Geology|Geotechnical engineering|Hydrology (agriculture)|Geochemistry|Aquifer|Environmental science|Geomorphology|Structural basin|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4202165516"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,c0e84b8187ea1fd356fcac60fc288ddbc419c926403b3c07fe8e7efb3b41254c,Namur 4.85383,,,,,,,,,,,
Roland Masset,https://openalex.org/A4287087055,Service Public de Wallonie,Namur,,Belgium,50.46278,4.85383,https://openalex.org/A4287087053|https://openalex.org/A4287087057|https://openalex.org/A4287087056|https://openalex.org/A4287087060|https://openalex.org/A4287087054|https://openalex.org/A4287087051|https://openalex.org/A4287087059|https://openalex.org/A4287087050|https://openalex.org/A4287087052|https://openalex.org/A4287087058,aquifer|transboundary,,Groundwater|Carboniferous|Geology|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Environmental science|Geomorphology|Structural basin|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4287087055"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,dc6a9406fe6d67a0615997cc0e9c069440d6d4b793c3680059d172d51c6624e8,Namur 4.85383,,,,,,,,,,,
Roland Purtschert,https://openalex.org/A1983356232,Oeschger Centre for Climate Change Research,Bern,,Switzerland,46.95049,7.438119,https://openalex.org/A2120465744|https://openalex.org/A3112221908|https://openalex.org/A2105432211|https://openalex.org/A99556292|https://openalex.org/A2070604325|https://openalex.org/A2343161536|https://openalex.org/A1564611375|https://openalex.org/A2751595389|https://openalex.org/A2168380556|https://openalex.org/A2646473772|https://openalex.org/A2302998045|https://openalex.org/A2035613740,aquifer|transboundary,,Chemistry,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A1983356232"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,f84bbcf504ca7bd1ce7d9edd94a61aa76084a27decbc5da266568e3dd7a0280b,,,,,,,,,,,,
Romulo S. R. Sampaio,https://openalex.org/A3122724265,Pace University,New York,New York,United States,40.71151,-74.00298,https://openalex.org/A2627400853,aquifer|transboundary,,Focus (optics)|Unitary state|Operating system|Resource (disambiguation)|Physics|Optics|Business|Environmental planning|Environmental science|Computer security|Computer science|Groundwater|Principal (computer security)|Geotechnical engineering|Computer network|Environmental resource management|Law|Economics|Engineering|Doctrine|Aquifer|Geography|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3122724265"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2011|2013,US,aa4d9162eb8e77e101fa4ef6313e3ffc9e3bea79d3bdfa8ae38bcceed6b3e7d9,,,,,New York,,,,,,,
Romulo S. R. Sampaio,https://openalex.org/A2761260598,Pace University,New York,New York,United States,40.71151,-74.00298,https://openalex.org/A2627400853,aquifer|transboundary,,Focus (optics)|Unitary state|Resource (disambiguation)|Physics|Optics|Business|Environmental planning|Environmental science|Computer security|Computer science|Groundwater|Principal (computer security)|Geotechnical engineering|Computer network|Environmental resource management|Law|Resource management (computing)|Engineering|Aquifer|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2761260598"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2011,US,f90c98b1a92e72329145c6d60edf0d19fdaeacd2c0d44998e25bc5253aaf0b94,,,,,New York,,,,,,,
Romulo S.R. Sampaiob,https://openalex.org/A3122066711,Unknown,,,,,,https://openalex.org/A3125090105|https://openalex.org/A2627400853,aquifer|transboundary,,Unitary state|Environmental resource management|Law|Geography|Groundwater|Principal (computer security)|Environmental planning|Business|Engineering|Resource (disambiguation)|Geotechnical engineering|Computer network|Aquifer|Environmental science|Computer security|Computer science|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3122066711"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,c0694a772c73ab1d7e74b873b964447effdc4a07e2a260c32fb2b2884e9ceae7,,,,,,,,,,,,
Rosario Sanchez,https://openalex.org/A2503612207,Mitchell Institute,Portland,Maine,United States,43.66535,-70.2515,https://openalex.org/A2119883123|https://openalex.org/A3212923629|https://openalex.org/A2150569284|https://openalex.org/A3213275054|https://openalex.org/A2503935772|https://openalex.org/A2794112381|https://openalex.org/A2100511896|https://openalex.org/A2340028645|https://openalex.org/A2109032517|https://openalex.org/A2281978435|https://openalex.org/A2691029848,aquifer|transboundary,,Allende meteorite|Meteorite|Geology|Water quality|Biology|Physics|Sustainability|Chondrite|Urbanization|Business|Environmental planning|Archaeology|Groundwater recharge|Astrobiology|Remote sensing|Environmental science|Politics|Standardization|Geography|Groundwater|Geotechnical engineering|Astronomy|Water resource management|Process management|Environmental resource management|Environmental protection|Hydrogeology|Identification (biology)|Law|Economics|Ecology|Prioritization|Hydrology (agriculture)|Aquifer|Economic growth|Context (archaeology)|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2503612207"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2016|2018|2020|2021,US,cbdaafce63543e860a7373d37da710308d6488588791b36cf79333353faf513a,,,,,Portland,,,,,,,
Rose M. Mukhar,https://openalex.org/A1993735852,Golden Gate University,San Francisco,California,United States,37.79038,-122.39894,,aquifer|transboundary,,Structural basin|Middle East|Groundwater|Archaeology|Geology|Geotechnical engineering|Aquifer|Environmental science|Geomorphology|Geography|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A1993735852"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2006,US,,,,,,San Francisco,,,,,,,
Rosemarie Alley,https://openalex.org/A4274309365,Unknown,,,,,,https://openalex.org/A4274309364,aquifer|transboundary,,Groundwater|Environmental planning|Water resource management|Geology|Geotechnical engineering|Aquifer|Environmental science|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4274309365"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2017,US,,,,,,,,,,,,,
Roy Brouwer,https://openalex.org/A2107194204,University of Waterloo,Waterloo,Ontario,Canada,43.472534,-80.544876,https://openalex.org/A2671866974|https://openalex.org/A1973707074,aquifer|transboundary,,Geology|Water quality|Environmental engineering|Biology|Human health|Environmental science|Medicine|Paleontology|Groundwater|Geotechnical engineering|Structural basin|Water resource management|Environmental protection|Environmental resource management|Ecology|Engineering|Hydrology (agriculture)|Aquifer|Ecosystem|Environmental health,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2107194204"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2008,US,5deaa7df3ce52ec0f20f2d914ed78c9600d058e848a670234fc682843a149591,Waterloo -80.544876,,,,,,,,,,,
Rudra Kapila,https://openalex.org/A2632225396,Unknown,,,,,,,aquifer|transboundary,,Oceanography|Fossil fuel|Pipeline (software)|Climate change|Mechanical engineering|Carbon capture and storage (timeline)|Groundwater|Petroleum engineering|North sea|Engineering|Geology|Geotechnical engineering|Enhanced oil recovery|Environmental science|Aquifer|Waste management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2632225396"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2013,US,,,,,,,,,,,,,
Rudy Rossetto,https://openalex.org/A2063323212,Sant'Anna School of Advanced Studies,Pisa,Toscana,Italy,43.721012,10.402786,https://openalex.org/A2502262188|https://openalex.org/A2995651735|https://openalex.org/A2625345901|https://openalex.org/A366478481|https://openalex.org/A2551456311|https://openalex.org/A2625671012|https://openalex.org/A2624994761|https://openalex.org/A2626273018,aquifer|transboundary,,Corporate governance|Diplomacy|Geology|Business|Environmental planning|Finance|Environmental science|Paleontology|Groundwater resources|Politics|Groundwater|Geotechnical engineering|Water resource management|Environmental resource management|Arid|Law|Aquifer|Geography|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2063323212"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2017,US,734a756cf478fd0819f1515be3eb1f207a3bcfad343b56fc00f8a6c06f0cf998,,,,,,,,,,,,
Rustam Karshiev,https://openalex.org/A3168607824,Ministry of Water Resources,,,,35.617,38.75,https://openalex.org/A3170669128|https://openalex.org/A2240486607|https://openalex.org/A2536522874,aquifer|transboundary,,Hydropower|Oceanography|Greenhouse gas|Groundwater|Water resource management|Geology|Engineering|Groundwater recharge|Geotechnical engineering|Hydrology (agriculture)|Environmental engineering|Aquifer|Environmental science|Electrical engineering,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3168607824"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,bad5c41bfe98fa5020cebec793e5c9f71f20b9d2d58b456a4a5980fa8d0d2ec6,,,,,,,,,,,,
S O'Connell,https://openalex.org/A2981863873,Unknown,,,,,,,aquifer|transboundary,,Groundwater|Geology|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Environmental science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2981863873"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2014,US,,,,,,,,,,,,,
S. Armengol,https://openalex.org/A4286309010,Unknown,,,,,,https://openalex.org/A4286309003|https://openalex.org/A4286309009|https://openalex.org/A4286309005|https://openalex.org/A4286309004|https://openalex.org/A4286309002|https://openalex.org/A4286309008|https://openalex.org/A4286309011|https://openalex.org/A4286309007|https://openalex.org/A4286309006,aquifer|transboundary,,Wetland|Hydrogeology|Hydrology (agriculture)|Groundwater|Ecology|Geology|Groundwater flow|Geotechnical engineering|Surface water|Environmental engineering|Aquifer|Biology|Environmental science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4286309010"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2022,US,fd91ce7008e19617151bbb2a8ba5fa4828c79ca3d823fbad7170417b470e0b8e,,,,,,,,,,,,
S. Biancamaria,https://openalex.org/A4258343120,Unknown,,,,,,https://openalex.org/A4258343117|https://openalex.org/A4258343119|https://openalex.org/A4258343118|https://openalex.org/A4258343121,aquifer,,Kalman filter|Scale (ratio)|Geology|Environmental engineering|Ocean surface topography|Data assimilation|Business|Meteorology|Extended Kalman filter|Remote sensing|Climatology|Environmental science|Computer science|Satellite|Cartography|Marketing|Ensemble Kalman filter|Geotechnical engineering|Surface water|Artificial intelligence|Aerospace engineering|Engineering|SWOT analysis|Hydrology (agriculture)|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4258343120"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2014,US,,,,,,,,,,,,,
S. Chidambaram,https://openalex.org/A2141954679,Kuwait Institute for Scientific Research,Kuwait City,,Kuwait,29.337202,47.90633,https://openalex.org/A2789999362|https://openalex.org/A2661957475|https://openalex.org/A2470694875|https://openalex.org/A2950983895,aquifer|transboundary,,Oceanography|Hydrogeology|Drawdown (hydrology)|Groundwater|Sustainable yield|Ecology|Geology|Groundwater flow|Brackish water|Groundwater recharge|Salinity|Hydrology (agriculture)|Geotechnical engineering|Surface runoff|Aquifer|Biology|Environmental science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2141954679"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,bdf37f613db0ea7a598619466ace08f39ad8f2630a6d1969814045722b85bac8,,,,,Kuwait City,,,,,,,
S. E. Gergel,https://openalex.org/A3087429277,Unknown,,,,,,https://openalex.org/A2674952633,aquifer|transboundary,,Nitrate|Groundwater|Ecology|Geology|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Biology|Environmental science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3087429277"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2015,US,,,,,,,,,,,,,
S. E. Gergel,https://openalex.org/A3127474187,Unknown,,,,,,https://openalex.org/A3127349577,aquifer|transboundary,,Environmental resource management|Groundwater|Quantum mechanics|Ecology|Geology|Term (time)|Geotechnical engineering|Contamination|Hydrology (agriculture)|Biology|Water quality|Aquifer|Physics|Environmental science|Geography|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3127474187"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2017,US,,,,,,,,,,,,,
S. Faye,https://openalex.org/A3069707669,Unknown,,,,,,https://openalex.org/A2484425674|https://openalex.org/A2182351332|https://openalex.org/A3051995119|https://openalex.org/A2434763705,aquifer|transboundary,,Sociology|Population|Water supply|Demography|Groundwater|Water quality|Ecology|Geology|Geotechnical engineering|Groundwater recharge|Hydrology (agriculture)|Environmental engineering|Aquifer|Biology|Environmental science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3069707669"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2010,US,057d7d80447fde65544d490f146725b7258e16d8cdbe9b48971ae52913310f8f,,,,,,,,,,,,
S. Merrett,https://openalex.org/A2781685476,University of Cambridge,Cambridge,,United Kingdom,52.204453,0.114908,https://openalex.org/A2781809380|https://openalex.org/A2782317832|https://openalex.org/A2133882810|https://openalex.org/A1977182658|https://openalex.org/A2164374516,aquifer|transboundary,,Hydrogeology|Groundwater|Geology|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Environmental science|Geomorphology|Structural basin|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2781685476"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2009,US,d412697100efefc270c947a6b8764157fb29909296b9834808636e542db53740,,,,,Cambridge,,,,,,,
S. Ngo Boum-Nkot,https://openalex.org/A4292213427,Unknown,,,,,,https://openalex.org/A4292213432|https://openalex.org/A4292213431|https://openalex.org/A4292213426|https://openalex.org/A4292213429|https://openalex.org/A4292213433|https://openalex.org/A4292213423|https://openalex.org/A4292213424|https://openalex.org/A4292213428|https://openalex.org/A4292213430|https://openalex.org/A4292213425,aquifer|transboundary,,Geology|Resource (disambiguation)|Environmental engineering|Biology|Oceanography|Groundwater recharge|Environmental science|Geomorphology|Computer science|Paleontology|Climate change|Groundwater|Quaternary|Geotechnical engineering|Surface water|Computer network|Water resources|Structural basin|Water resource management|Hydrogeology|Ecology|Hydrology (agriculture)|Aquifer,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4292213427"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2022,US,d2499e6cc49015c89d75ffe5c957863ecbd6815a468a50ca8d2cbf45b89fb6b0,,,,,,,,,,,,
S. Ouarezki,https://openalex.org/A2633401645,Centre de Recherche NuclÃ©aire dâAlger,Algiers,,Algeria,36.725773,3.006805,https://openalex.org/A2699498876|https://openalex.org/A2696104205|https://openalex.org/A2625079901|https://openalex.org/A2554984803,aquifer|transboundary,,Geology|Biology|Archaeology|Evaporite|Groundwater recharge|Halite|Mathematical analysis|Geochemistry|Cretaceous|Wadi|Geomorphology|Mathematics|Paleontology|Hydrology (agriculture)|Groundwater|Geotechnical engineering|Structural basin|History|Arid|Ecology|Plateau (mathematics)|Aquifer|Foothills,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2633401645"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2012,US,702204f34bfee3540d700b398775321ce8e0489520440924125fee3227bad74b,,,,,,,,,,,,
S. Puri,https://openalex.org/A2672093175,Unknown,,,,,,https://openalex.org/A2303042972,aquifer|transboundary,,Resource (disambiguation)|Business|Environmental planning|Environmental science|Computer science|Commission|Legislation|Groundwater|Geotechnical engineering|Computer network|Environmental resource management|Environmental protection|International waters|Mechanical engineering|Law|Work (physics)|Engineering|Aquifer|Geography|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2672093175"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2005,US,,,,,,,,,,,,,
S. Puri,https://openalex.org/A4270149139,Unknown,,,,,,,aquifer|transboundary,,Groundwater|Geology|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Environmental science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4270149139"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2013,US,,,,,,,,,,,,,
S. Puri,https://openalex.org/A4263921209,Unknown,,,,,,,aquifer|transboundary,,Groundwater|Geology|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Environmental science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4263921209"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2009,US,,,,,,,,,,,,,
S. Ricci,https://openalex.org/A3052596784,Federal University of Toulouse Midi-PyrÃ©nÃ©es,Toulouse,,France,43.6044,1.4439,https://openalex.org/A3174591153|https://openalex.org/A109680383|https://openalex.org/A2116731157|https://openalex.org/A2949442971,aquifer|transboundary,,Kalman filter|Scale (ratio)|Geology|Environmental engineering|Biology|Ocean surface topography|Surface runoff|Data assimilation|Business|Meteorology|Extended Kalman filter|Remote sensing|Climatology|Environmental science|Computer science|Satellite|Cartography|Marketing|Biosphere|Ensemble Kalman filter|Geotechnical engineering|Surface water|Artificial intelligence|Aerospace engineering|Ecology|Engineering|SWOT analysis|Hydrology (agriculture)|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3052596784"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2014,US,67b0e57e36cd3143e4931d2a75ed5eae29c4b917abc7df6ed2d496dab2a353c4,,,,,,,,,,,,
S. Ricci,https://openalex.org/A4258343119,Unknown,,,,,,https://openalex.org/A4258343117|https://openalex.org/A4258343118|https://openalex.org/A4258343120|https://openalex.org/A4258343121,aquifer,,Kalman filter|Scale (ratio)|Geology|Environmental engineering|Ocean surface topography|Data assimilation|Business|Meteorology|Extended Kalman filter|Remote sensing|Climatology|Environmental science|Computer science|Satellite|Cartography|Marketing|Ensemble Kalman filter|Geotechnical engineering|Surface water|Artificial intelligence|Aerospace engineering|Engineering|SWOT analysis|Hydrology (agriculture)|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4258343119"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2014,US,,,,,,,,,,,,,
S. Sliaupa,https://openalex.org/A4294769079,Unknown,,,,,,https://openalex.org/A4294769078|https://openalex.org/A4294769080,aquifer,,Salt dome|Chemistry|Geology|Permian|Porosity|Dome (geology)|Petroleum|Hydrogen storage|Geochemistry|Environmental science|Geomorphology|Paleontology|Groundwater|Membrane|Geotechnical engineering|Permeability (electromagnetism)|Organic chemistry|Structural basin|Hydrogen|Hydrology (agriculture)|Aquifer|Biochemistry,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4294769079"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2022,US,668a75c34ba355d52f7d3bfa1bf7d007c597488fa9c1383eed0218c1c3e9349c,,,,,,,,,,,,
S. Traore,https://openalex.org/A2527509443,Unknown,,,,,,https://openalex.org/A2654467020|https://openalex.org/A2624293234|https://openalex.org/A2313242596|https://openalex.org/A2717919497|https://openalex.org/A2582092758|https://openalex.org/A2291254007|https://openalex.org/A2658218303|https://openalex.org/A1978114874,aquifer|transboundary,,Residence time (fluid dynamics)|Sedimentary rock|Groundwater|Geology|Geotechnical engineering|Groundwater flow|Hydrology (agriculture)|Geochemistry|Aquifer|Geomorphology|Structural basin,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2527509443"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2011,US,dd3ac32446bb26f9a2e641cfc45a59191a0339c17ab082651e71bd00303afe12,,,,,,,,,,,,
S. VojtkovÃ¡,https://openalex.org/A2680324886,Unknown,,,,,,https://openalex.org/A2656122713,aquifer|transboundary,,Spring (device)|Karst|Geology|Outflow|Oceanography|Bedrock|Groundwater flow|Groundwater recharge|Geomorphology|Hydrograph|Paleontology|Cartography|Groundwater|Geotechnical engineering|Mechanical engineering|Hydrogeology|Drainage basin|Engineering|Hydrology (agriculture)|Aquifer|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2680324886"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2010,US,eee21126373ace81df5a9ad7785cdb6caa842d05974bbb7174d64b051756e0df,,,,,,,,,,,,
S. Yakubov,https://openalex.org/A2675027880,Unknown,,,,,,https://openalex.org/A2536522874|https://openalex.org/A1418737832,aquifer|transboundary,,Farm water|Geology|Biology|Electrical engineering|Groundwater recharge|Environmental science|Drainage|Water table|Groundwater|Channel (broadcasting)|Geotechnical engineering|Water resource management|Irrigation statistics|Water conservation|Ecology|Engineering|Hydrology (agriculture)|Aquifer|Irrigation,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2675027880"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2014,US,da3ec16a47621d64cf03f9882145e6bc82a87c569dc12589331b27a964adc493,,,,,,,,,,,,
S.K. Yadav,https://openalex.org/A3102668311,Nuclear Power Corporation of India,,,,19.03602,72.92477,https://openalex.org/A2641642961|https://openalex.org/A1852093431|https://openalex.org/A2021166858|https://openalex.org/A2015194310|https://openalex.org/A2164374516|https://openalex.org/A2042553676|https://openalex.org/A2600120998|https://openalex.org/A2559231800|https://openalex.org/A3217803780|https://openalex.org/A2936588074|https://openalex.org/A2162899017|https://openalex.org/A2132123031|https://openalex.org/A2153971836|https://openalex.org/A1838886343|https://openalex.org/A2516597822|https://openalex.org/A2091357303|https://openalex.org/A2621502830|https://openalex.org/A2550607805|https://openalex.org/A2153391992|https://openalex.org/A2772969714,aquifer|transboundary,,Structural basin|In situ|Hydrogeology|Indus|Aquifer properties|Groundwater|Meteorology|Geology|Geotechnical engineering|Groundwater recharge|Hydrology (agriculture)|Aquifer|Alluvium|Environmental science|Geomorphology|Geography|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3102668311"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2016|2017,US,6cfa51322b5867ec2eb1466afa7ac105adb29bfeb2478f31d73f41fb3fb4b671,,,,,,,,,,,,
S.N Ukpai,https://openalex.org/A3214350156,Ebonyi State University,Abakaliki,Ebonyi,Nigeria,6.324268,8.093575,,aquifer|transboundary,,Sociology|Southeastern Nigeria|Groundwater|Geochemistry|Geology|Geotechnical engineering|Hydrology (agriculture)|Socioeconomics|Aquifer|Environmental science|Sedimentary rock|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3214350156"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,,,,,Abakaliki,,,,,,,,
Sadia Bibi,https://openalex.org/A2571828923,Xishuangbanna Tropical Botanical Garden,Mengla,,China,21.934029,101.25299,https://openalex.org/A3046724144|https://openalex.org/A2707409252|https://openalex.org/A2313428090|https://openalex.org/A2683385316|https://openalex.org/A2141111024|https://openalex.org/A2785374259|https://openalex.org/A2106366404|https://openalex.org/A2130753160,aquifer|transboundary,,Geology|Biology|Water balance|Oceanography|Data assimilation|Monsoon|Meteorology|Mathematical analysis|Climatology|Environmental science|Mathematics|Paleontology|Climate change|Discharge|Cartography|Hydrology (agriculture)|Geotechnical engineering|Precipitation|Structural basin|Drainage basin|Evapotranspiration|Ecology|Plateau (mathematics)|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2571828923"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,24ebea226e315b93a277d9413ff537f60728e255d7e6012e4b0e715b7c858522,Mengla,,,,,,,,,,,101.25299
Saeed P. Langarudi,https://openalex.org/A2909058108,New Mexico State University,Las Cruces,New Mexico,United States,32.28164,-106.75365,https://openalex.org/A3203761670|https://openalex.org/A2151517360,aquifer|transboundary,,Environmental resource management|Groundwater|Business|Environmental planning|Engineering|Geotechnical engineering|Prioritization|Process management|Aquifer|Environmental science|Computer science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2909058108"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,3c8a9e80c95386e4153339d7aa6e32a827286845626f0ac617f3965fda66e62c,,,,Las Cruces,,,,,,,,
